시도,시군구,구분,2014,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,
,,,합계,차대사람,,,,,,차대차,,,,,차량단독,,,,,,철길건널목,,합계,차대사람,,,,,,차대차,,,,,차량단독,,,,,,합계,차대사람,,,,,,차대차,,,,,차량단독,,,,,,철길건널목,,합계,차대사람,,,,,,차대차,,,,,,차량단독,,,,,,,,철길건널목,,합계,차대사람,,,,,,차대차,,,,,,차량단독,,,,,,,철길건널목,
,,중상자수,105,35,2,1,0,2,30,65,0,4,2,59,5,0,,,5,,,,110,49,7,1,2,2,37,54,1,4,2,47,7,1,,1,4,1,105,47,25,1,1,0,20,54,20,21,3,10,4,0,,,2,2,,,115,50,22,7,8,1,12,62,0,15,23,4,20,3,0,,,2,1,,0,,,102,38,17,5,4,4,8,59,0,8,33,6,12,5,2,,1,2,0,,,
,,경상자수,127,21,0,1,0,2,18,104,3,12,6,83,2,1,,,1,,,,107,17,1,1,0,0,15,84,5,12,1,66,6,1,,1,3,1,109,19,10,1,1,1,6,81,23,26,13,19,9,2,,,2,5,,,91,17,6,3,2,2,4,71,1,12,35,10,13,3,1,,,1,0,,1,,,97,17,8,1,3,1,4,79,2,1,47,18,11,1,0,,0,0,1,,,
,,부상신고자수,7,0,0,0,0,0,0,7,0,0,0,7,0,0,,,0,,,,6,2,0,0,0,0,2,3,0,0,0,3,1,0,,0,1,0,11,5,5,0,0,0,0,6,2,3,1,0,0,0,,,0,0,,,5,1,0,0,1,0,0,2,0,0,1,0,1,2,0,,,0,2,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,
경남,합계,사고건수,2299,718,288,72,55,27,276,1444,76,688,315,365,137,47,,17,47,26,,,2465,765,371,103,62,35,194,1515,187,755,340,233,185,55,1,28,37,64,2490,766,492,63,53,12,146,1567,240,812,330,185,157,25,,6,37,89,,,2542,818,409,105,94,27,183,1547,9,87,903,279,269,177,37,,16,40,42,1,41,,,2527,803,384,114,65,26,214,1547,17,81,895,271,283,177,50,,22,61,39,5,,
,,사망자수,167,83,44,13,5,2,19,62,11,24,15,12,22,13,,3,3,3,,,178,82,36,15,14,3,14,74,22,21,19,12,22,9,0,2,0,11,155,69,54,5,4,0,6,68,13,31,15,9,18,3,,1,2,12,,,144,65,35,10,9,1,10,63,0,4,35,13,11,16,3,,3,1,3,1,5,,,158,88,47,18,5,3,15,54,0,9,23,18,4,16,9,,2,1,3,1,,
,,부상자수,2446,652,247,61,50,25,269,1638,97,768,377,396,156,58,,18,50,30,,,2614,694,341,89,51,32,181,1725,224,848,394,259,195,65,1,32,38,59,2662,711,445,59,52,12,143,1778,271,911,393,203,173,27,,5,41,100,,,2749,761,378,95,87,27,174,1793,11,110,1037,335,300,195,50,,20,39,44,0,42,,,2689,727,340,96,60,24,207,1763,18,97,1025,314,309,199,60,,27,69,38,5,,
,,중상자수,1371,483,199,39,27,17,201,784,57,394,165,168,104,40,,10,36,18,,,1456,501,261,64,35,30,111,837,126,412,179,120,118,41,0,23,28,26,1483,511,336,43,37,9,86,858,120,467,167,104,114,15,,2,30,67,,,1512,543,275,67,66,17,118,855,5,53,505,145,147,114,32,,9,24,21,0,28,,,1388,515,257,65,40,19,134,768,7,53,456,115,137,105,33,,11,39,19,3,,
,,경상자수,943,158,47,22,21,8,60,743,33,321,193,196,42,16,,6,11,9,,,1003,177,72,24,14,2,65,775,84,381,188,122,51,15,0,6,9,21,1024,176,95,15,14,2,50,805,129,381,202,93,43,9,,2,10,22,,,1095,200,97,27,19,9,48,841,6,51,469,177,138,54,9,,8,13,14,0,10,,,1180,198,79,29,20,5,65,914,11,42,520,190,151,68,19,,12,23,12,2,,
,,부상신고자수,132,11,1,0,2,0,8,111,7,53,19,32,10,2,,2,3,3,,,155,16,8,1,2,0,5,113,14,55,27,17,26,9,1,3,1,12,155,24,14,1,1,1,7,115,22,63,24,6,16,3,,1,1,11,,,142,18,6,1,2,1,8,97,0,6,63,13,15,27,9,,3,2,9,0,4,,,121,14,4,2,0,0,8,81,0,2,49,9,21,26,8,,4,7,7,0,,
,진주시,사고건수,204,91,47,10,5,8,21,105,8,48,19,30,8,2,,2,3,1,,,217,99,57,4,8,6,24,105,13,51,27,14,13,3,1,2,4,3,202,88,66,,3,3,16,102,10,62,21,9,12,1,,,8,3,,,171,87,47,10,5,4,21,78,1,3,49,10,15,6,1,,,3,1,,1,,,187,76,42,11,3,5,15,104,1,5,65,14,19,7,2,,2,2,1,,,
,,사망자수,23,13,6,3,0,0,4,10,1,3,2,4,0,0,,0,0,0,,,21,13,5,1,3,1,3,7,4,2,1,0,1,0,0,0,0,1,13,8,6,,0,0,2,3,0,3,0,0,2,0,,,1,1,,,14,9,3,1,1,0,4,4,0,1,1,2,0,1,0,,,0,0,,1,,,8,5,3,1,0,1,0,2,0,0,2,0,0,1,1,,0,0,0,,,
,,부상자수,209,79,42,7,5,8,17,117,7,62,20,28,13,6,,3,3,1,,,213,89,54,3,5,5,22,111,16,52,28,15,13,3,1,2,4,3,200,80,60,,3,3,14,110,11,65,24,10,10,1,,,7,2,,,164,79,45,9,4,4,17,79,1,3,50,10,15,6,2,,,3,1,,0,,,196,72,40,10,3,4,15,118,1,6,76,15,20,6,1,,2,2,1,,,
,,중상자수,155,68,37,4,3,8,16,75,6,37,16,16,12,6,,3,2,1,,,154,75,46,2,4,5,18,69,14,28,17,10,10,3,0,1,3,3,151,67,52,,2,3,10,78,5,51,15,7,6,1,,,3,2,,,121,63,34,7,2,4,16,52,0,3,32,8,9,6,2,,,3,1,,0,,,132,59,33,8,2,4,12,69,0,3,46,9,11,4,1,,2,1,0,,,
,,경상자수,46,10,5,3,1,0,1,35,1,19,4,11,1,0,,0,1,0,,,55,14,8,1,1,0,4,40,2,23,11,4,1,0,0,0,1,0,44,12,7,,1,0,4,28,6,11,8,3,4,0,,,4,0,,,41,16,11,2,2,0,1,25,1,0,16,2,6,0,0,,,0,0,,0,,,58,13,7,2,1,0,3,43,1,3,24,6,9,2,0,,0,1,1,,,
,,부상신고자수,8,1,0,0,1,0,0,7,0,6,0,1,0,0,,0,0,0,,,4,0,0,0,0,0,0,2,0,1,0,1,2,0,1,1,0,0,5,1,1,,0,0,0,4,0,3,1,0,0,0,,,0,0,,,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,,,0,0,,0,,,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,,0,0,0,,,
,통영시,사고건수,113,50,27,7,2,3,11,55,3,36,11,5,8,2,,,4,2,,,127,52,25,15,3,,9,66,10,34,20,2,9,2,,1,5,1,118,53,45,3,,,5,62,6,31,19,6,3,,,,,3,,,145,70,44,9,2,1,14,69,1,7,41,13,7,6,1,,1,1,1,,2,,,153,61,30,4,2,3,22,79,,2,50,19,8,13,4,,2,3,3,1,,
,,사망자수,8,6,5,0,0,0,1,0,0,0,0,0,2,0,,,1,1,,,6,4,3,1,0,,0,2,1,0,0,1,0,0,,0,0,0,8,6,5,1,,,0,1,0,0,1,0,1,,,,,1,,,7,6,5,0,0,0,1,1,0,0,1,0,0,0,0,,0,0,0,,0,,,5,3,3,0,0,0,0,2,,0,2,0,0,0,0,,0,0,0,0,,
,,부상자수,112,44,22,7,2,3,10,61,3,39,14,5,7,2,,,3,2,,,129,48,22,14,3,,9,72,10,37,24,1,9,2,,1,5,1,136,48,41,2,,,5,86,14,40,26,6,2,,,,,2,,,154,64,39,9,2,1,13,84,1,13,47,16,7,6,1,,1,1,1,,2,,,166,60,27,4,2,3,24,90,,2,54,25,9,16,7,,2,3,3,1,,
,,중상자수,69,32,16,4,1,2,9,32,1,26,4,1,5,1,,,3,1,,,78,37,18,10,3,,6,35,5,17,12,1,6,0,,1,5,0,76,38,34,2,,,2,36,6,21,7,2,2,,,,,2,,,74,40,26,5,2,0,7,29,0,7,14,4,4,5,1,,1,0,1,,2,,,76,40,19,3,1,2,15,30,,1,19,7,3,6,1,,0,3,1,1,,
,,경상자수,36,12,6,3,1,1,1,23,1,11,9,2,1,1,,,0,0,,,44,8,2,4,0,,2,34,5,19,10,0,2,2,,0,0,0,55,8,5,0,,,3,47,7,18,18,4,0,,,,,0,,,77,22,11,4,0,1,6,54,1,6,33,12,2,1,0,,0,1,0,,0,,,84,20,8,1,1,1,9,59,,1,34,18,6,5,4,,1,0,0,0,,
,,부상신고자수,7,0,0,0,0,0,0,6,1,2,1,2,1,0,,,0,1,,,7,3,2,0,0,,1,3,0,1,2,0,1,0,,0,0,1,5,2,2,0,,,0,3,1,1,1,0,0,,,,,0,,,3,2,2,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,,0,,,6,0,0,0,0,0,0,1,,0,1,0,0,5,2,,1,0,2,0,,
,김해시,사고건수,285,95,51,5,7,3,29,178,5,88,43,42,12,4,,,6,2,,,288,82,42,8,7,5,20,197,16,113,37,31,9,2,,1,2,4,322,105,73,4,9,1,18,208,22,105,38,43,9,2,,,2,5,,,329,105,57,6,9,3,30,212,,8,130,38,36,12,6,,,1,3,,2,,,307,94,56,3,9,4,22,196,2,6,112,26,50,17,5,,1,9,1,1,,
,,사망자수,25,16,12,1,0,1,2,5,0,3,1,1,4,2,,,1,1,,,12,5,2,2,1,0,0,7,0,4,1,2,0,0,,0,0,0,19,11,10,0,1,0,0,7,1,2,2,2,1,0,,,0,1,,,11,5,4,1,0,0,0,5,,0,4,1,0,1,0,,,0,0,,1,,,13,9,7,0,0,1,1,2,0,0,0,1,1,2,1,,0,1,0,0,,
,,부상자수,282,79,39,4,7,2,27,195,6,92,55,42,8,2,,,5,1,,,304,79,42,6,6,5,20,216,16,117,46,37,9,2,,1,2,4,334,98,66,4,8,1,19,228,23,116,45,44,8,2,,,2,4,,,373,101,54,5,9,3,30,261,,8,153,53,47,11,6,,,1,3,,1,,,338,86,49,3,9,4,21,231,2,7,134,33,55,21,5,,3,11,1,1,,
,,중상자수,170,65,31,3,5,2,24,97,3,45,25,24,8,2,,,5,1,,,157,55,31,5,3,5,11,98,9,54,17,18,4,1,,1,1,1,189,71,48,4,8,1,10,113,9,64,20,20,5,2,,,1,2,,,187,72,40,2,6,1,23,109,,3,63,23,20,6,4,,,1,1,,0,,,192,68,41,1,7,2,17,113,1,6,64,15,27,11,3,,0,7,1,0,,
,,경상자수,100,13,8,1,2,0,2,87,1,44,28,14,0,0,,,0,0,,,128,21,10,1,2,0,8,103,6,55,24,18,4,0,,0,1,3,135,26,18,0,0,0,8,106,14,44,25,23,3,0,,,1,2,,,178,28,13,3,3,2,7,146,,5,85,29,27,4,1,,,0,2,,1,,,132,16,7,2,2,2,3,108,1,1,65,18,23,8,1,,3,3,0,1,,
,,부상신고자수,12,1,0,0,0,0,1,11,2,3,2,4,0,0,,,0,0,,,19,3,1,0,1,0,1,15,1,8,5,1,1,1,,0,0,0,10,1,0,0,0,0,1,9,0,8,0,1,0,0,,,0,0,,,8,1,1,0,0,0,0,6,,0,5,1,0,1,1,,,0,0,,0,,,14,2,1,0,0,0,1,10,0,0,5,0,5,2,1,,0,1,0,0,,
,밀양시,사고건수,129,34,12,6,8,,8,83,6,51,23,3,12,8,,1,3,,,,131,46,31,3,2,5,5,80,15,46,14,5,5,2,,1,,2,134,32,24,,3,,5,97,21,48,25,3,5,1,,,,4,,,130,43,26,5,5,1,6,79,,1,56,18,4,8,3,,,1,2,,2,,,118,31,14,1,5,,11,84,,3,72,8,1,3,2,,,,1,,,
,,사망자수,11,5,1,2,2,,0,3,0,2,1,0,3,3,,0,0,,,,8,5,3,0,0,0,2,2,1,0,0,1,1,1,,0,,0,6,2,1,,1,,0,3,0,2,1,0,1,0,,,,1,,,13,4,2,0,1,0,1,7,,0,3,3,1,2,2,,,0,0,,0,,,8,4,2,0,1,,1,3,,0,2,0,1,1,1,,,,0,,,
,,부상자수,138,32,11,5,6,,10,94,7,53,31,3,12,7,,2,3,,,,142,42,29,3,2,5,3,96,16,58,16,6,4,1,,1,,2,144,30,23,,2,,5,110,22,55,28,5,4,1,,,,3,,,135,39,24,5,4,1,5,86,,4,60,17,5,10,3,,,1,2,,4,,,125,27,12,1,4,,10,93,,3,82,8,0,5,4,,,,1,,,
,,중상자수,86,25,9,3,5,,8,54,5,29,18,2,7,5,,0,2,,,,87,33,22,2,2,5,2,53,9,35,6,3,1,1,,0,,0,83,27,22,,0,,5,52,11,25,11,5,4,1,,,,3,,,90,32,20,5,2,0,5,52,,0,39,10,3,6,1,,,1,1,,3,,,64,19,9,1,2,,7,42,,2,37,3,0,3,2,,,,1,,,
,,경상자수,49,7,2,2,1,,2,38,2,24,12,0,4,2,,2,0,,,,54,9,7,1,0,0,1,42,7,23,9,3,3,0,,1,,2,58,3,1,,2,,0,55,11,28,16,0,0,0,,,,0,,,42,6,4,0,2,0,0,34,,4,21,7,2,2,0,,,0,1,,1,,,61,8,3,0,2,,3,51,,1,45,5,0,2,2,,,,0,,,
,,부상신고자수,3,0,0,0,0,,0,2,0,0,1,1,1,0,,0,1,,,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,,0,3,0,0,,0,,0,3,0,2,1,0,0,0,,,,0,,,3,1,0,0,0,1,0,0,,0,0,0,0,2,2,,,0,0,,0,,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,0,,,
,거제시,사고건수,96,41,8,4,3,,26,51,3,7,18,23,4,1,,,3,,,,93,42,25,4,2,,11,49,8,15,8,18,2,1,,,1,,92,37,23,2,1,,11,54,14,18,13,9,1,,,,1,,,,107,44,19,7,2,2,14,58,,5,13,14,26,5,,,1,1,1,,2,,,106,45,11,11,3,1,19,57,4,1,28,9,15,4,2,,,2,,,,
,,사망자수,7,3,1,0,1,,1,4,3,0,1,0,0,0,,,0,,,,2,1,0,1,0,,0,1,0,0,0,1,0,0,,,0,,6,4,3,0,0,,1,2,1,0,1,0,0,,,,0,,,,1,0,0,0,0,0,0,1,,0,1,0,0,0,,,0,0,0,,0,,,4,4,1,2,0,0,1,0,0,0,0,0,0,0,0,,,0,,,,
,,부상자수,105,38,7,4,2,,25,62,8,8,18,28,5,1,,,4,,,,109,41,25,3,2,,11,66,10,18,12,26,2,1,,,1,,100,33,20,2,1,,10,66,16,22,16,12,1,,,,1,,,,118,44,19,7,2,2,14,68,,6,13,22,27,6,,,2,1,1,,2,,,111,41,10,9,3,1,18,66,4,1,30,14,17,4,2,,,2,,,,
,,중상자수,54,27,3,3,1,,20,23,6,2,8,7,4,1,,,3,,,,50,28,21,2,0,,5,21,4,8,2,7,1,0,,,1,,51,19,13,2,1,,3,32,9,12,6,5,0,,,,0,,,,69,30,15,6,2,0,7,35,,2,7,10,16,4,,,1,0,1,,2,,,43,25,6,7,0,0,12,16,1,0,8,1,6,2,1,,,1,,,,
,,경상자수,51,11,4,1,1,,5,39,2,6,10,21,1,0,,,1,,,,46,12,4,1,2,,5,33,4,7,9,13,1,1,,,0,,48,13,6,0,0,,7,34,7,10,10,7,1,,,,1,,,,46,12,4,1,0,2,5,32,,4,6,11,11,2,,,1,1,0,,0,,,66,16,4,2,3,1,6,49,3,1,21,13,11,1,1,,,0,,,,
,,부상신고자수,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,,13,1,0,0,0,,1,12,2,3,1,6,0,0,,,0,,1,1,1,0,0,,0,0,0,0,0,0,0,,,,0,,,,3,2,0,0,0,0,2,1,,0,0,1,0,0,,,0,0,0,,0,,,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,,,1,,,,
,의령군,사고건수,57,9,2,1,1,1,4,39,,14,8,17,9,2,,3,1,3,,,64,10,1,7,,,2,40,6,13,10,11,14,3,,4,1,6,49,8,5,1,1,,1,36,4,27,3,2,5,1,,1,,3,,,53,10,4,3,1,,2,36,1,,31,2,2,7,1,,1,1,3,,1,,,61,10,2,4,2,1,1,41,1,6,18,13,3,10,,,2,1,6,1,,
,,사망자수,5,1,0,1,0,0,0,3,,2,0,1,1,0,,0,1,0,,,5,1,0,1,,,0,3,0,0,1,2,1,1,,0,0,0,4,0,0,0,0,,0,2,0,2,0,0,2,1,,0,,1,,,4,1,0,1,0,,0,3,0,,3,0,0,0,0,,0,0,0,,0,,,7,2,1,1,0,0,0,4,0,0,2,2,0,1,,,0,0,1,0,,
,,부상자수,58,10,3,0,1,1,5,39,,12,9,18,9,2,,3,0,4,,,75,9,1,6,,,2,48,7,16,14,11,18,4,,4,1,9,56,9,5,1,2,,1,40,5,29,3,3,7,1,,1,,5,,,59,9,4,2,1,,2,41,2,,35,2,2,9,2,,1,1,4,,1,,,62,8,1,3,2,1,1,43,1,7,21,11,3,11,,,3,1,5,2,,
,,중상자수,37,8,3,0,0,1,4,23,,5,8,10,6,2,,2,0,2,,,44,7,0,5,,,2,27,3,11,7,6,10,2,,3,1,4,28,5,4,1,0,,0,19,2,12,2,3,4,1,,0,,3,,,39,5,3,1,1,,0,26,2,,22,2,0,8,2,,1,1,3,,1,,,32,5,0,2,2,0,1,21,0,5,7,7,2,6,,,2,0,3,1,,
,,경상자수,17,2,0,0,1,0,1,13,,5,0,8,2,0,,0,0,2,,,24,1,1,0,,,0,17,3,4,5,5,6,2,,1,0,3,22,2,0,0,2,,0,18,3,14,1,0,2,0,,0,,2,,,17,4,1,1,0,,2,12,0,,10,0,2,1,0,,0,0,1,,0,,,29,3,1,1,0,1,0,22,1,2,14,4,1,4,,,1,0,2,1,,
,,부상신고자수,4,0,0,0,0,0,0,3,,2,1,0,1,0,,1,0,0,,,7,1,0,1,,,0,4,1,1,2,0,2,0,,0,0,2,6,2,1,0,0,,1,3,0,3,0,0,1,0,,1,,0,,,3,0,0,0,0,,0,3,0,,3,0,0,0,0,,0,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,1,0,0,,
,함안군,사고건수,79,18,8,,,,10,56,5,21,11,19,5,,,,4,1,,,100,22,7,3,1,3,8,70,8,38,16,8,8,3,,,2,3,66,13,5,1,2,2,3,47,7,28,6,6,6,,,1,,5,,,83,21,13,1,1,3,3,57,,4,35,14,4,5,1,,,,2,,2,,,81,24,10,2,5,1,6,50,,1,34,10,5,7,,,1,3,3,,,
,,사망자수,5,2,2,,,,0,3,2,1,0,0,0,,,,0,0,,,15,7,4,2,0,1,0,8,3,1,3,1,0,0,,,0,0,10,3,2,0,0,0,1,4,0,4,0,0,3,,,1,,2,,,9,4,2,0,0,1,1,4,,0,3,1,0,1,0,,,,1,,0,,,13,3,1,1,0,0,1,9,,0,4,5,0,1,,,0,0,1,,,
,,부상자수,88,16,6,,,,10,66,5,21,17,23,6,,,,5,1,,,93,15,3,1,1,2,8,69,8,41,13,7,9,3,,,3,3,61,10,3,1,2,2,2,48,8,27,6,7,3,,,0,,3,,,82,17,11,1,1,2,2,61,,6,33,18,4,4,1,,,,1,,2,,,77,22,9,1,5,1,6,49,,1,36,6,6,6,,,1,3,2,,,
,,중상자수,40,11,4,,,,7,26,3,8,7,8,3,,,,2,1,,,55,10,1,1,1,2,5,41,7,23,8,3,4,1,,,2,1,37,9,3,1,2,2,1,25,5,12,4,4,3,,,0,,3,,,51,16,10,1,1,2,2,32,,2,20,10,0,3,1,,,,1,,1,,,42,17,7,1,4,1,4,22,,1,18,1,2,3,,,0,3,0,,,
,,경상자수,47,5,2,,,,3,39,2,13,10,14,3,,,,3,0,,,36,5,2,0,0,0,3,27,1,17,5,4,4,2,,,1,1,23,1,0,0,0,0,1,22,3,14,2,3,0,,,0,,0,,,30,1,1,0,0,0,0,28,,4,12,8,4,1,0,,,,0,,1,,,31,4,2,0,1,0,1,25,,0,17,5,3,2,,,0,0,2,,,
,,부상신고자수,1,0,0,,,,0,1,0,0,0,1,0,,,,0,0,,,2,0,0,0,0,0,0,1,0,1,0,0,1,0,,,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,,,0,,0,,,1,0,0,0,0,0,0,1,,0,1,0,0,0,0,,,,0,,0,,,4,1,0,0,0,0,1,2,,0,1,0,1,1,,,1,0,0,,,
,창녕군,사고건수,118,19,3,1,1,,14,93,7,46,18,22,6,4,,,2,,,,113,13,5,3,,1,4,87,9,30,27,21,13,2,,4,,7,136,22,19,,,,3,99,6,43,25,25,15,2,,1,3,9,,,139,30,12,1,3,1,13,99,,5,39,10,45,10,1,,1,4,,,4,,,138,23,8,,1,1,13,105,,5,46,16,38,10,2,,1,7,,,,
,,사망자수,4,2,1,1,0,,0,1,0,0,1,0,1,1,,,0,,,,8,2,0,2,,0,0,1,0,0,0,1,5,3,,0,,2,8,2,2,,,,0,6,2,1,2,1,0,0,,0,0,0,,,9,4,3,1,0,0,0,4,,0,1,0,3,1,0,,0,1,,,0,,,5,2,1,,0,0,1,3,,0,2,1,0,0,0,,0,0,,,,
,,부상자수,138,19,2,0,1,,16,111,8,54,19,30,8,3,,,5,,,,132,11,5,1,,1,4,100,10,37,29,24,21,10,,5,,6,160,21,18,,,,3,122,5,55,33,29,17,2,,1,3,11,,,146,27,9,0,3,1,14,108,,8,42,12,46,11,2,,2,3,,,4,,,161,21,7,,1,1,12,129,,9,59,18,43,11,3,,1,7,,,,
,,중상자수,83,13,2,0,1,,10,64,4,35,10,15,6,2,,,4,,,,85,8,3,0,,1,4,59,7,17,20,15,18,10,,4,,4,100,18,15,,,,3,69,3,32,18,16,13,2,,1,3,7,,,80,17,6,0,3,0,8,58,,6,20,7,25,5,1,,2,0,,,2,,,68,14,6,,1,1,6,52,,1,27,7,17,2,1,,0,1,,,,
,,경상자수,46,3,0,0,0,,3,41,3,16,8,14,2,1,,,1,,,,44,3,2,1,,0,0,39,3,20,7,9,2,0,,1,,1,50,2,2,,,,0,46,1,21,12,12,2,0,,0,0,2,,,58,9,3,0,0,1,5,45,,2,20,5,18,4,1,,0,2,,,1,,,75,6,0,,0,0,6,65,,7,26,10,22,4,0,,0,4,,,,
,,부상신고자수,9,3,0,0,0,,3,6,1,3,1,1,0,0,,,0,,,,3,0,0,0,,0,0,2,0,0,2,0,1,0,,0,,1,10,1,1,,,,0,7,1,2,3,1,2,0,,0,0,2,,,8,1,0,0,0,0,1,5,,0,2,0,3,2,0,,0,1,,,1,,,18,1,1,,0,0,0,12,,1,6,1,4,5,2,,1,2,,,,
,양산시,사고건수,143,52,15,2,1,,34,84,1,35,15,33,7,3,,1,3,,,,163,55,25,2,,1,27,101,5,47,22,27,7,3,,,2,2,180,69,57,,4,,8,105,38,46,9,12,6,,,,2,4,,,173,56,38,7,4,1,6,113,1,20,58,13,21,4,,,,2,,,2,,,162,62,40,4,1,,17,93,,3,47,16,27,7,1,,,4,2,,,
,,사망자수,7,4,1,0,0,,3,0,0,0,0,0,3,3,,0,0,,,,8,2,0,0,,0,2,4,2,0,2,0,2,1,,,0,1,9,5,5,,0,,0,3,1,1,0,1,1,,,,0,1,,,4,2,2,0,0,0,0,2,0,0,1,1,0,0,,,,0,,,0,,,12,9,4,1,0,,4,2,,0,1,1,0,1,1,,,0,0,,,
,,부상자수,152,48,14,2,1,,31,98,1,41,18,38,6,2,,1,3,,,,169,54,26,2,,1,25,109,3,50,28,28,6,3,,,2,1,187,67,53,,4,,10,115,38,52,11,14,5,,,,2,3,,,186,55,37,7,4,1,6,127,2,23,66,13,23,4,,,,2,,,2,,,171,56,36,3,1,,16,108,,4,53,22,29,7,1,,,4,2,,,
,,중상자수,75,36,13,2,1,,20,37,0,20,4,13,2,1,,0,1,,,,71,28,16,1,,0,11,40,1,18,8,13,3,1,,,2,0,86,39,31,,3,,5,43,9,24,5,5,4,,,,2,2,,,76,37,24,5,3,1,4,36,1,6,25,0,4,3,,,,1,,,2,,,86,38,26,2,1,,9,43,,0,24,10,9,5,1,,,3,1,,,
,,경상자수,55,10,1,0,0,,9,44,1,15,10,18,1,1,,0,0,,,,70,22,7,1,,1,13,46,2,21,11,12,2,1,,,0,1,77,22,17,,1,,4,54,23,19,3,9,1,,,,0,1,,,88,15,12,2,1,0,0,72,1,13,33,11,14,1,,,,1,,,0,,,67,15,9,0,0,,6,51,,4,21,10,16,1,0,,,0,1,,,
,,부상신고자수,22,2,0,0,0,,2,17,0,6,4,7,3,0,,1,2,,,,28,4,3,0,,0,1,23,0,11,9,3,1,1,,,0,0,24,6,5,,0,,1,18,6,9,3,0,0,,,,0,0,,,22,3,1,0,0,0,2,19,0,4,8,2,5,0,,,,0,,,0,,,18,3,1,1,0,,1,14,,0,8,2,4,1,0,,,1,0,,,
,고성군,사고건수,48,14,3,3,3,1,4,34,3,19,11,1,,,,,,,,,76,22,6,6,2,2,6,53,4,27,15,7,1,1,,,,,69,25,16,,4,1,4,38,3,22,12,1,6,2,,,,4,,,69,19,7,5,5,,2,43,,2,24,12,5,7,1,,,1,1,,4,,,71,19,6,5,,1,7,48,,5,24,8,11,4,2,,,1,1,,,
,,사망자수,3,2,1,0,1,0,0,1,0,1,0,0,,,,,,,,,15,6,3,0,1,0,2,9,4,3,1,1,0,0,,,,,9,4,3,,1,0,0,3,0,2,1,0,2,1,,,,1,,,3,2,1,0,1,,0,0,,0,0,0,0,1,0,,,0,0,,1,,,11,4,1,2,,0,1,4,,1,2,1,0,3,3,,,0,0,,,
,,부상자수,58,12,2,3,2,1,4,46,10,23,12,1,,,,,,,,,82,16,3,6,1,2,4,65,10,34,15,6,1,1,,,,,70,21,13,,3,1,4,44,4,21,18,1,5,1,,,,4,,,79,19,6,5,6,,2,53,,3,28,17,5,7,1,,,1,1,,4,,,72,15,5,3,,1,6,55,,5,27,12,11,2,0,,,1,1,,,
,,중상자수,32,6,2,1,0,0,3,26,4,16,6,0,,,,,,,,,47,12,2,6,0,2,2,34,9,17,7,1,1,1,,,,,44,17,10,,3,1,3,23,2,13,8,0,4,0,,,,4,,,49,15,4,4,5,,2,28,,3,15,6,4,6,1,,,1,1,,3,,,41,11,3,3,,1,4,29,,3,15,5,6,1,0,,,1,0,,,
,,경상자수,25,6,0,2,2,1,1,19,5,7,6,1,,,,,,,,,35,4,1,0,1,0,2,31,1,17,8,5,0,0,,,,,26,4,3,,0,0,1,21,2,8,10,1,1,1,,,,0,,,29,4,2,1,1,,0,24,,0,12,11,1,1,0,,,0,0,,1,,,31,4,2,0,,0,2,26,,2,12,7,5,1,0,,,0,1,,,
,,부상신고자수,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,0,,,1,0,0,0,0,,0,1,,0,1,0,0,0,0,,,0,0,,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,0,0,,,
,사천시,사고건수,182,45,20,4,4,2,15,124,4,66,24,30,13,9,,2,2,,,,177,54,26,12,8,1,7,105,13,68,19,5,18,8,,1,4,5,152,35,16,7,1,,11,109,22,55,27,5,8,1,,,1,6,,,182,36,12,10,10,,4,136,1,1,95,34,5,10,1,,,2,4,,3,,,186,52,21,12,7,1,11,118,2,6,81,18,11,16,7,,3,2,3,1,,
,,사망자수,10,7,5,0,0,1,1,3,0,0,2,1,0,0,,0,0,,,,24,12,6,1,2,1,2,10,4,1,4,1,2,0,,0,0,2,7,5,3,1,0,,1,2,1,0,1,0,0,0,,,0,0,,,6,3,0,2,0,,1,2,0,0,2,0,0,1,0,,,0,1,,0,,,8,7,4,1,0,0,2,0,0,0,0,0,0,1,0,,0,0,0,1,,
