시도,시군구,구분,2014,,,,,,,,,,,,,2015,,,,,,,,,,,,,2016,,,,,,,,,,,,,2017,,,,,,,,,,,,,2018,,,,,,,,,,,,
,,,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시
,,부상자수,48,,,,8,5,3,7,15,8,2,,0,69,1,1,3,10,13,11,10,6,7,4,,3,61,,,2,9,15,9,2,12,5,6,1,,79,2,,,4,13,19,8,14,10,6,3,,76,,,2,4,11,18,10,10,11,8,2,
,,중상자수,31,,,,6,4,3,4,9,3,2,,0,39,0,1,1,7,4,8,5,3,6,3,,1,36,,,2,3,12,6,2,5,2,4,0,,38,0,,,4,6,10,4,6,5,2,1,,32,,,2,1,3,6,6,3,6,4,1,
,,경상자수,16,,,,2,0,0,3,6,5,0,,0,27,1,0,2,3,7,3,4,3,1,1,,2,25,,,0,6,3,3,0,7,3,2,1,,39,2,,,0,7,9,2,8,5,4,2,,44,,,0,3,8,12,4,7,5,4,1,
,,부상신고자수,1,,,,0,1,0,0,0,0,0,,0,3,0,0,0,0,2,0,1,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,,2,0,,,0,0,0,2,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,
,진도군,사고건수,39,,,,3,5,10,6,5,4,2,3,1,57,,,1,5,13,11,6,3,9,5,4,,37,,,,5,4,8,5,6,6,2,1,,45,,,3,3,8,4,6,9,5,4,3,,56,1,,2,3,6,12,7,10,7,6,1,1
,,사망자수,5,,,,0,2,1,1,0,0,1,0,0,7,,,0,3,0,1,1,0,1,0,1,,4,,,,0,0,2,0,1,1,0,0,,9,,,2,1,0,0,0,3,2,1,0,,4,0,,1,1,0,1,0,1,0,0,0,0
,,부상자수,39,,,,5,5,10,5,5,4,1,3,1,60,,,1,2,15,11,8,4,9,7,3,,39,,,,5,4,6,6,6,6,2,4,,47,,,1,2,9,5,9,8,4,6,3,,63,2,,2,3,6,13,7,10,10,7,2,1
,,중상자수,22,,,,1,4,5,4,1,3,1,3,0,34,,,1,2,9,6,4,1,6,4,1,,21,,,,2,3,4,4,2,4,2,0,,14,,,0,0,3,1,1,5,2,1,1,,33,0,,2,2,2,7,3,4,6,6,1,0
,,경상자수,17,,,,4,1,5,1,4,1,0,0,1,23,,,0,0,6,5,3,3,2,3,1,,18,,,,3,1,2,2,4,2,0,4,,30,,,1,0,6,4,7,3,2,5,2,,30,2,,0,1,4,6,4,6,4,1,1,1
,,부상신고자수,0,,,,0,0,0,0,0,0,0,0,0,3,,,0,0,0,0,1,0,1,0,1,,0,,,,0,0,0,0,0,0,0,0,,3,,,0,2,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
,신안군,사고건수,33,,,1,3,4,5,3,7,5,2,2,1,41,,,,6,3,6,10,8,6,2,,,44,,1,,5,7,9,6,5,5,4,2,,37,,,,2,7,10,8,6,1,2,,1,36,,1,,4,8,5,4,6,4,3,,1
,,사망자수,5,,,0,0,1,0,1,0,0,2,0,1,4,,,,1,0,2,0,0,0,1,,,8,,1,,1,1,1,1,1,1,1,0,,4,,,,1,0,1,2,0,0,0,,0,7,,0,,0,4,1,1,1,0,0,,0
,,부상자수,36,,,1,4,5,7,2,9,5,0,2,1,43,,,,5,3,4,14,9,7,1,,,49,,0,,5,9,10,8,6,5,4,2,,47,,,,1,8,18,10,6,1,2,,1,35,,1,,7,5,4,3,6,4,4,,1
,,중상자수,26,,,1,1,4,6,2,6,5,0,0,1,24,,,,3,0,3,6,6,5,1,,,31,,0,,3,7,8,3,4,2,3,1,,21,,,,0,3,6,5,4,0,2,,1,24,,0,,4,4,3,2,4,3,4,,0
,,경상자수,10,,,0,3,1,1,0,3,0,0,2,0,19,,,,2,3,1,8,3,2,0,,,17,,0,,2,2,1,5,2,3,1,1,,24,,,,1,5,12,5,1,0,0,,0,11,,1,,3,1,1,1,2,1,0,,1
,,부상신고자수,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,1,,0,,0,0,1,0,0,0,0,0,,2,,,,0,0,0,0,1,1,0,,0,0,,0,,0,0,0,0,0,0,0,,0
경북,합계,사고건수,3090,20,13,67,197,369,532,444,485,395,378,135,55,3359,23,18,77,215,493,526,433,514,452,404,152,52,3251,22,16,67,210,423,537,456,461,461,397,154,47,3353,28,13,68,208,501,550,466,494,462,358,162,43,3488,27,20,87,254,465,550,507,488,476,392,157,65
,,사망자수,214,2,2,3,18,16,29,23,32,22,40,21,6,209,1,1,6,16,26,31,22,21,21,41,17,6,225,1,3,15,18,30,25,28,20,23,34,24,4,209,1,1,8,12,34,30,25,20,24,35,13,6,202,1,3,18,11,19,22,27,22,21,31,21,6
,,부상자수,3384,19,11,79,222,431,574,529,538,411,388,123,59,3635,24,20,83,238,546,577,483,577,486,399,152,50,3563,21,13,67,229,503,607,508,531,499,389,152,44,3702,27,13,67,243,522,630,555,554,509,380,163,39,3845,31,19,81,284,519,649,582,541,519,405,153,62
,,중상자수,1781,13,5,43,133,216,299,287,279,202,214,61,29,1856,10,12,42,136,291,311,245,273,239,203,68,26,1702,5,5,38,115,243,312,221,263,219,198,64,19,1779,9,5,36,133,263,294,246,258,254,178,82,21,1764,9,6,44,131,248,302,251,241,235,197,75,25
,,경상자수,1450,5,5,34,76,204,245,216,234,189,152,61,29,1594,13,8,40,97,216,237,215,270,224,178,74,22,1696,14,8,29,103,221,272,270,244,263,177,75,20,1759,14,8,28,104,236,308,283,273,235,177,75,18,1932,22,13,35,146,253,324,293,278,262,196,75,35
,,부상신고자수,153,1,1,2,13,11,30,26,25,20,22,1,1,185,1,0,1,5,39,29,23,34,23,18,10,2,165,2,0,0,11,39,23,17,24,17,14,13,5,164,4,0,3,6,23,28,26,23,20,25,6,0,149,0,0,2,7,18,23,38,22,22,12,3,2
,포항시,사고건수,412,4,5,15,24,52,55,54,61,59,50,23,10,426,10,8,16,31,60,45,47,65,43,65,23,13,476,7,5,9,40,55,67,66,55,72,63,23,14,471,8,8,14,30,61,56,58,63,59,64,37,13,536,9,5,28,50,58,68,78,77,61,57,28,17
,,사망자수,15,0,1,1,1,1,2,1,1,2,4,1,0,16,0,0,0,2,3,1,1,2,0,3,3,1,21,0,1,4,2,1,2,1,0,2,1,5,2,16,0,0,0,0,6,2,1,0,0,5,1,1,32,1,0,9,2,3,2,4,0,2,6,2,1
,,부상자수,464,4,4,16,24,61,57,67,85,59,53,23,11,452,10,8,18,31,65,54,51,64,49,66,23,13,518,7,4,7,46,66,70,72,59,87,66,21,13,530,8,8,16,34,61,62,74,73,69,73,39,13,588,10,6,22,55,58,97,84,86,66,58,30,16
,,중상자수,206,1,2,6,12,28,30,35,33,24,24,6,5,185,2,4,9,13,26,20,23,30,17,28,9,4,212,1,1,4,17,25,32,31,23,34,31,9,4,225,3,3,6,20,28,26,27,26,31,29,17,9,220,1,1,10,20,20,44,30,29,20,26,10,9
,,경상자수,245,3,2,10,12,32,27,30,45,35,26,17,6,258,8,4,9,18,38,34,26,33,32,35,13,8,287,5,3,3,26,37,37,39,34,50,33,11,9,288,5,5,10,14,32,34,44,44,36,40,20,4,354,9,5,11,35,37,51,52,54,44,30,20,6
,,부상신고자수,13,0,0,0,0,1,0,2,7,0,3,0,0,9,0,0,0,0,1,0,2,1,0,3,1,1,19,1,0,0,3,4,1,2,2,3,2,1,0,17,0,0,0,0,1,2,3,3,2,4,2,0,14,0,0,1,0,1,2,2,3,2,2,0,1
,경주시,사고건수,397,5,2,4,34,46,72,59,47,35,57,30,6,410,4,5,8,30,60,55,53,52,67,46,20,10,368,1,1,13,28,44,53,52,48,53,44,27,4,398,6,1,7,29,65,61,61,52,46,46,20,4,418,5,3,3,27,58,50,61,73,55,58,18,7
,,사망자수,29,0,0,0,2,2,7,3,2,0,5,5,3,24,1,1,1,3,6,1,3,0,1,4,2,1,26,0,0,2,0,6,4,4,0,1,4,4,1,19,0,0,1,2,2,1,4,1,4,2,2,0,25,0,1,0,2,1,1,2,5,1,6,5,1
,,부상자수,424,5,2,4,38,59,70,66,51,38,60,27,4,453,3,6,7,35,62,65,58,72,73,45,18,9,400,1,1,14,31,50,57,63,57,56,41,26,3,427,6,1,6,29,66,67,72,60,46,50,20,4,447,5,3,3,26,61,53,80,80,58,57,15,6
,,중상자수,224,4,2,3,23,32,35,39,24,17,26,17,2,241,3,4,2,21,40,33,30,38,34,19,10,7,184,1,0,11,15,29,32,27,23,22,18,6,0,207,2,0,4,19,32,32,27,32,23,25,10,1,212,2,2,2,14,30,15,39,38,33,26,8,3
,,경상자수,156,0,0,1,12,26,27,20,22,13,24,9,2,183,0,2,5,13,16,26,25,28,36,24,6,2,192,0,1,3,14,20,24,32,29,27,23,17,2,202,3,1,2,10,32,32,42,24,20,23,10,3,217,3,1,1,12,25,37,35,39,24,30,7,3
,,부상신고자수,44,1,0,0,3,1,8,7,5,8,10,1,0,29,0,0,0,1,6,6,3,6,3,2,2,0,24,0,0,0,2,1,1,4,5,7,0,3,1,18,1,0,0,0,2,3,3,4,3,2,0,0,18,0,0,0,0,6,1,6,3,1,1,0,0
,김천시,사고건수,167,2,1,8,12,25,18,22,27,18,23,6,5,170,,,2,16,26,24,20,32,22,20,7,1,137,1,,4,2,23,14,28,19,22,14,9,1,188,,1,2,12,36,25,30,29,19,27,6,1,169,1,,3,16,21,27,22,27,25,19,7,1
,,사망자수,8,0,0,0,0,0,1,0,1,0,3,3,0,12,,,0,1,0,3,2,2,0,2,1,1,10,0,,1,0,1,1,4,0,2,0,1,0,8,,0,0,0,3,0,0,1,2,2,0,0,7,0,,0,0,1,1,0,2,2,1,0,0
,,부상자수,184,2,1,9,14,29,20,28,31,19,22,3,6,179,,,6,15,28,23,20,36,25,20,6,0,142,1,,6,2,22,14,29,22,23,14,8,1,207,,2,2,15,36,32,38,30,17,28,6,1,181,1,,3,19,21,28,24,29,29,19,7,1
,,중상자수,101,2,0,5,9,14,8,16,18,8,16,2,3,111,,,5,8,20,16,13,17,16,13,3,0,66,0,,1,1,14,9,12,6,11,8,3,1,111,,1,1,8,22,18,21,10,9,16,4,1,95,0,,2,11,10,14,10,16,13,12,7,0
,,경상자수,81,0,1,4,5,14,12,12,13,10,6,1,3,68,,,1,7,8,7,7,19,9,7,3,0,76,1,,5,1,8,5,17,16,12,6,5,0,92,,1,1,7,13,14,16,19,7,12,2,0,82,1,,1,7,11,12,14,13,15,7,0,1
,,부상신고자수,2,0,0,0,0,1,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,,0,0,0,1,0,1,1,1,0,0,0,4,0,,0,1,0,2,0,0,1,0,0,0
,안동시,사고건수,251,2,1,9,13,23,44,36,41,39,24,10,9,251,,,6,19,40,31,34,38,37,27,15,4,283,4,1,8,16,35,51,40,46,39,32,8,3,256,1,,9,15,36,50,33,39,38,20,12,3,252,3,1,4,23,35,36,42,33,28,29,13,5
,,사망자수,16,0,0,0,2,0,3,1,2,0,6,2,0,21,,,1,3,3,5,2,3,2,2,0,0,19,0,1,5,2,3,0,2,3,1,2,0,0,20,0,,1,1,3,3,2,2,3,3,2,0,14,0,0,2,1,1,0,5,1,1,2,1,0
,,부상자수,277,2,1,11,11,27,50,40,47,48,21,9,10,270,,,5,23,42,33,38,39,40,28,16,6,336,4,0,7,17,60,57,39,57,44,37,11,3,276,1,,9,18,35,52,44,41,43,19,11,3,279,3,1,3,24,40,49,43,34,33,29,15,5
,,중상자수,138,2,0,6,6,7,26,18,25,25,11,6,6,127,,,1,11,21,19,19,15,19,12,7,3,149,1,0,3,9,23,34,11,28,17,14,6,3,117,1,,5,8,11,28,13,17,21,6,6,1,111,1,0,2,9,16,19,12,16,14,13,6,3
,,경상자수,134,0,1,5,5,20,23,19,21,23,10,3,4,127,,,4,11,17,14,17,20,17,16,8,3,160,3,0,4,5,18,22,28,28,26,21,5,0,152,0,,4,10,24,22,30,23,21,11,5,2,164,2,1,1,15,24,30,28,17,19,16,9,2
,,부상신고자수,5,0,0,0,0,0,1,3,1,0,0,0,0,16,,,0,1,4,0,2,4,4,0,1,0,27,0,0,0,3,19,1,0,1,1,2,0,0,7,0,,0,0,0,2,1,1,1,2,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0
,구미시,사고건수,177,1,1,6,10,22,29,18,29,28,20,9,4,226,2,1,5,12,40,36,29,33,28,26,9,5,196,3,3,3,16,25,38,16,30,25,19,13,5,228,2,1,7,21,36,31,31,24,27,30,15,3,234,2,1,13,17,31,37,32,29,32,19,14,7
,,사망자수,19,0,0,1,2,2,1,1,5,4,1,2,0,16,0,0,1,2,1,4,1,1,2,3,0,1,14,0,1,0,1,0,4,1,3,1,2,1,0,9,0,0,0,2,1,1,2,2,0,1,0,0,15,0,0,1,1,3,0,5,1,1,0,2,1
,,부상자수,177,1,1,5,10,21,31,19,28,27,21,9,4,229,2,1,5,10,43,34,32,35,28,23,11,5,204,3,2,3,21,27,47,16,27,24,17,12,5,241,2,1,7,20,36,36,32,23,31,35,15,3,257,2,1,12,18,42,42,35,31,33,19,15,7
,,중상자수,101,1,1,3,4,11,21,13,17,15,10,5,0,124,1,1,2,7,29,19,17,16,16,10,4,2,100,0,0,2,10,15,24,10,13,10,10,5,1,111,0,0,3,13,22,17,9,10,14,15,6,2,125,0,0,7,8,27,21,16,12,16,11,5,2
,,경상자수,57,0,0,2,4,8,7,5,9,8,6,4,4,65,1,0,2,1,6,9,11,12,7,7,6,3,87,2,2,1,10,10,17,6,10,14,6,6,3,95,1,1,2,4,7,15,18,9,13,16,8,1,110,2,1,5,7,13,17,17,16,11,7,9,5
,,부상신고자수,19,0,0,0,2,2,3,1,2,4,5,0,0,40,0,0,1,2,8,6,4,7,5,6,1,0,17,1,0,0,1,2,6,0,4,0,1,1,1,35,1,0,2,3,7,4,5,4,4,4,1,0,22,0,0,0,3,2,4,2,3,6,1,1,0
,영주시,사고건수,173,,1,2,2,21,34,30,28,23,25,3,4,203,1,,5,9,36,34,16,29,39,20,11,3,180,1,,3,9,26,26,26,31,26,24,4,4,197,3,,5,12,32,38,18,33,30,15,9,2,166,2,1,5,8,30,20,28,19,21,22,10,
,,사망자수,7,,0,0,0,1,4,1,0,1,0,0,0,8,0,,1,0,2,0,1,1,2,0,1,0,4,0,,0,0,0,1,0,2,0,1,0,0,6,0,,0,0,1,1,0,1,0,2,1,0,5,0,0,0,0,1,1,0,0,0,2,1,
,,부상자수,192,,1,4,2,23,34,38,33,23,27,3,4,207,1,,4,9,38,34,16,28,41,23,10,3,194,1,,3,11,29,28,28,34,29,23,4,4,231,3,,5,15,34,44,22,41,40,17,8,2,180,3,1,7,10,30,20,33,19,23,24,10,
,,중상자수,102,,0,2,2,9,19,23,21,10,13,1,2,112,1,,2,7,20,18,9,12,23,14,4,2,84,0,,2,5,13,10,12,14,12,11,3,2,100,0,,3,5,15,17,14,15,16,9,5,1,94,1,0,3,6,14,12,17,9,11,16,5,
,,경상자수,87,,1,2,0,13,15,14,12,12,14,2,2,94,0,,2,2,18,15,7,16,18,9,6,1,104,1,,1,6,15,17,14,20,17,10,1,2,114,2,,1,10,17,20,6,25,22,8,2,1,74,2,1,3,4,14,7,11,9,11,7,5,
,,부상신고자수,3,,0,0,0,1,0,1,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,6,0,,0,0,1,1,2,0,0,2,0,0,17,1,,1,0,2,7,2,1,2,0,1,0,12,0,0,1,0,2,1,5,1,1,1,0,
,영천시,사고건수,164,,,4,16,22,28,18,27,20,25,3,1,205,1,1,5,12,29,38,27,26,31,23,11,1,190,,1,3,15,34,27,23,31,20,27,8,1,186,1,,,8,25,36,23,29,33,18,10,3,228,1,1,3,16,25,31,40,39,34,26,8,4
,,사망자수,8,,,0,1,0,0,2,3,0,1,0,1,20,0,0,1,1,1,4,0,0,3,7,3,0,16,,0,0,4,2,0,0,1,3,5,1,0,13,0,,,2,2,0,4,1,1,2,1,0,7,0,0,0,0,1,2,0,1,0,2,0,1
,,부상자수,178,,,7,17,24,34,18,27,23,25,3,0,220,1,1,5,15,32,43,36,28,31,18,9,1,219,,1,3,15,46,30,28,38,22,23,12,1,226,1,,,11,27,55,29,32,38,18,11,4,281,1,1,3,22,26,39,57,49,45,27,8,3
,,중상자수,97,,,5,8,16,14,8,14,13,17,2,0,114,0,1,3,10,19,19,19,11,13,13,5,1,91,,0,3,9,16,12,8,21,6,11,5,0,95,0,,,7,9,16,17,16,18,5,5,2,94,0,0,1,8,12,12,15,13,21,10,1,1
,,경상자수,74,,,2,9,7,18,9,12,10,6,1,0,100,1,0,2,5,13,22,16,16,17,4,4,0,120,,1,0,6,28,18,20,17,16,12,2,0,128,1,,,4,18,38,12,16,20,11,6,2,173,1,1,2,14,13,25,35,35,21,17,7,2
,,부상신고자수,7,,,0,0,1,2,1,1,0,2,0,0,6,0,0,0,0,0,2,1,1,1,1,0,0,8,,0,0,0,2,0,0,0,0,0,5,1,3,0,,,0,0,1,0,0,0,2,0,0,14,0,0,0,0,1,2,7,1,3,0,0,0
,문경시,사고건수,130,2,,1,11,13,26,25,19,11,11,7,4,129,,,1,5,12,24,28,21,19,15,3,1,154,,1,,9,30,29,19,31,16,14,5,,158,1,,,5,21,27,32,27,23,18,3,1,158,,1,4,9,23,26,22,18,27,22,5,1
,,사망자수,7,0,,0,2,1,1,2,0,0,0,1,0,6,,,0,0,0,3,1,0,1,0,1,0,8,,0,,3,2,0,1,0,1,0,1,,4,0,,,1,0,1,1,1,0,0,0,0,7,,0,1,0,3,1,0,0,0,1,1,0
,,부상자수,145,3,,1,12,13,26,35,21,12,11,7,4,145,,,1,6,13,27,32,24,19,19,3,1,172,,1,,7,36,35,24,34,15,14,6,,190,1,,,10,26,33,36,35,24,21,3,1,185,,1,3,12,27,33,28,22,30,24,4,1
,,중상자수,72,3,,0,10,7,16,14,9,5,4,2,2,64,,,1,4,3,17,15,11,7,5,0,1,74,,1,,5,16,10,13,13,8,3,5,,86,1,,,5,13,15,16,12,11,11,1,1,71,,0,2,5,9,14,11,8,12,7,3,0
,,경상자수,69,0,,1,2,6,9,19,11,7,7,5,2,79,,,0,2,10,10,16,13,12,14,2,0,91,,0,,2,19,22,11,20,7,9,1,,94,0,,,3,10,18,20,20,11,10,2,0,110,,1,1,7,18,18,17,13,16,17,1,1
,,부상신고자수,4,0,,0,0,0,1,2,1,0,0,0,0,2,,,0,0,0,0,1,0,0,0,1,0,7,,0,,0,1,3,0,1,0,2,0,,10,0,,,2,3,0,0,3,2,0,0,0,4,,0,0,0,0,1,0,1,2,0,0,0
,상주시,사고건수,168,1,,2,11,20,37,23,32,28,12,1,1,197,2,,2,14,21,39,20,37,29,21,10,2,184,,1,5,8,19,35,38,28,22,22,4,2,193,,,3,11,29,27,25,46,23,22,7,,228,,2,1,16,29,35,38,41,26,24,12,4
,,사망자수,16,0,,0,1,2,3,3,3,3,1,0,0,10,0,,0,1,1,0,1,1,3,3,0,0,14,,0,1,1,1,4,3,1,1,1,1,0,21,,,1,1,5,3,0,1,4,6,0,,18,,0,0,3,1,2,4,3,2,0,3,0
,,부상자수,174,1,,4,10,24,36,26,32,27,12,1,1,200,3,,2,13,20,44,19,40,26,19,12,2,191,,1,4,7,21,36,39,32,24,22,3,2,200,,,2,20,27,26,28,52,20,18,7,,240,,2,1,16,32,42,35,46,26,26,10,4
,,중상자수,113,0,,3,7,16,23,17,20,16,10,1,0,104,2,,1,6,16,26,7,20,8,12,5,1,111,,1,3,4,12,24,19,21,14,11,0,2,105,,,2,6,9,19,16,30,10,9,4,,123,,1,1,8,17,18,21,22,13,14,7,1
,,경상자수,54,1,,1,2,7,11,8,12,9,2,0,1,81,1,,1,7,3,16,11,16,13,6,6,1,76,,0,1,3,9,11,19,11,9,10,3,0,90,,,0,14,14,7,12,21,10,9,3,,115,,1,0,8,15,24,13,23,13,12,3,3
,,부상신고자수,7,0,,0,1,1,2,1,0,2,0,0,0,15,0,,0,0,1,2,1,4,5,1,1,0,4,,0,0,0,0,1,1,0,1,1,0,0,5,,,0,0,4,0,0,1,0,0,0,,2,,0,0,0,0,0,1,1,0,0,0,0
,군위군,사고건수,55,,,,5,11,8,2,9,9,10,1,,52,,,2,3,6,11,11,3,7,7,2,,51,,,1,6,4,7,8,7,6,9,3,,38,,,3,,2,7,5,7,5,6,1,2,44,,,1,4,8,7,8,4,7,5,,
,,사망자수,5,,,,0,1,1,0,1,0,2,0,,3,,,0,0,0,1,0,0,0,2,0,,11,,,0,0,1,2,3,1,0,2,2,,5,,,2,,0,0,0,1,0,0,1,1,3,,,0,0,0,1,0,1,0,1,,
,,부상자수,69,,,,17,13,7,2,8,10,11,1,,61,,,4,4,11,11,12,3,9,5,2,,49,,,1,7,6,5,7,8,6,8,1,,37,,,2,,2,8,6,6,6,6,0,1,47,,,1,4,8,7,13,3,7,4,,
,,중상자수,42,,,,7,9,4,2,6,5,8,1,,32,,,0,2,5,7,9,0,5,3,1,,29,,,1,3,5,4,5,5,2,4,0,,21,,,0,,2,4,2,6,4,3,0,0,25,,,1,2,3,7,6,1,3,2,,
,,경상자수,21,,,,6,4,2,0,2,4,3,0,,23,,,4,2,2,3,2,3,4,2,1,,16,,,0,3,1,1,1,1,4,4,1,,16,,,2,,0,4,4,0,2,3,0,1,22,,,0,2,5,0,7,2,4,2,,
,,부상신고자수,6,,,,4,0,1,0,0,1,0,0,,6,,,0,0,4,1,1,0,0,0,0,,4,,,0,1,0,0,1,2,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
,의성군,사고건수,99,,,1,6,12,18,18,12,17,11,3,1,117,,,3,4,19,24,22,18,9,13,4,1,117,,,1,7,22,20,14,12,19,13,7,2,103,,,1,6,23,18,18,13,16,7,1,,108,1,1,,6,18,34,15,13,13,5,2,
,,사망자수,6,,,0,0,2,0,1,0,2,1,0,0,6,,,0,0,0,1,2,1,0,1,0,1,14,,,0,0,6,0,0,0,2,4,2,0,11,,,0,0,3,0,3,1,3,1,0,,7,0,1,,0,0,3,0,1,2,0,0,
,,부상자수,111,,,1,6,16,21,19,13,15,10,3,7,138,,,3,4,26,25,24,25,9,17,5,0,120,,,1,8,18,24,19,14,18,10,6,2,110,,,1,7,27,24,16,12,16,6,1,,120,1,0,,9,20,35,16,18,13,6,2,
,,중상자수,80,,,1,6,9,12,15,13,11,6,2,5,77,,,3,3,14,14,13,12,6,9,3,0,74,,,0,4,16,16,10,8,11,4,4,1,78,,,1,6,19,17,9,6,14,5,1,,79,1,0,,7,10,24,10,13,9,4,1,
,,경상자수,26,,,0,0,6,5,4,0,4,4,1,2,58,,,0,1,11,10,11,13,2,8,2,0,46,,,1,4,2,8,9,6,7,6,2,1,32,,,0,1,8,7,7,6,2,1,0,,41,0,0,,2,10,11,6,5,4,2,1,
,,부상신고자수,5,,,0,0,1,4,0,0,0,0,0,0,3,,,0,0,1,1,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,
,청송군,사고건수,50,,,,2,4,8,10,12,10,4,,,34,,,,2,4,10,5,5,3,5,,,39,,,1,2,3,8,7,5,8,4,1,,39,,,,2,12,5,5,8,5,1,1,,41,,,,4,5,11,8,3,6,4,,
,,사망자수,6,,,,0,1,2,1,0,2,0,,,2,,,,0,0,0,0,0,0,2,,,3,,,0,0,1,0,0,0,1,1,0,,2,,,,0,0,1,0,1,0,0,0,,6,,,,0,0,1,2,2,1,0,,
,,부상자수,51,,,,2,3,6,11,16,9,4,,,36,,,,2,5,12,6,5,3,3,,,42,,,1,3,3,8,7,9,7,3,1,,53,,,,2,19,5,7,11,5,3,1,,43,,,,4,5,14,6,2,7,5,,
,,중상자수,35,,,,1,3,5,8,10,6,2,,,20,,,,0,2,9,2,3,2,2,,,26,,,0,1,1,5,5,8,4,2,0,,26,,,,1,8,3,4,6,3,0,1,,25,,,,3,1,11,2,1,5,2,,
,,경상자수,14,,,,1,0,1,3,4,3,2,,,16,,,,2,3,3,4,2,1,1,,,15,,,1,2,2,2,2,1,3,1,1,,27,,,,1,11,2,3,5,2,3,0,,16,,,,0,3,3,4,1,2,3,,
,,부상신고자수,2,,,,0,0,0,0,2,0,0,,,0,,,,0,0,0,0,0,0,0,,,1,,,0,0,0,1,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,,2,,,,1,1,0,0,0,0,0,,
,영양군,사고건수,34,,,,,6,5,10,4,5,3,,1,32,,,,,6,7,5,6,4,4,,,36,,,1,1,6,4,9,5,5,4,1,,35,,,1,1,7,12,2,5,3,3,1,,33,1,,3,2,6,5,7,2,3,4,,
,,사망자수,4,,,,,0,0,1,2,0,0,,1,2,,,,,2,0,0,0,0,0,,,1,,,1,0,0,0,0,0,0,0,0,,1,,,0,0,0,1,0,0,0,0,0,,1,0,,0,0,1,0,0,0,0,0,,
,,부상자수,38,,,,,6,6,16,2,5,3,,0,36,,,,,5,9,6,7,5,4,,,44,,,0,1,9,4,11,8,5,5,1,,48,,,2,1,9,14,4,8,4,5,1,,37,1,,4,3,8,5,7,2,3,4,,
,,중상자수,20,,,,,3,3,10,1,1,2,,0,15,,,,,4,3,3,3,2,0,,,31,,,0,1,7,0,9,5,4,5,0,,26,,,1,0,7,7,2,3,3,2,1,,21,1,,3,1,5,4,2,1,3,1,,
,,경상자수,18,,,,,3,3,6,1,4,1,,0,18,,,,,1,4,3,3,3,4,,,13,,,0,0,2,4,2,3,1,0,1,,22,,,1,1,2,7,2,5,1,3,0,,16,0,,1,2,3,1,5,1,0,3,,
,,부상신고자수,0,,,,,0,0,0,0,0,0,,0,3,,,,,0,2,0,1,0,0,,,0,,,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,
,영덕군,사고건수,70,,1,2,3,10,14,12,13,4,8,3,,95,,1,4,3,19,13,20,15,12,7,,1,89,,1,3,4,9,21,18,12,12,9,,,94,,1,,1,15,24,15,19,8,7,3,1,83,,,2,8,12,18,15,11,11,5,1,
,,사망자수,8,,1,0,0,1,1,1,0,1,1,2,,6,,0,0,0,2,1,1,2,0,0,,0,7,,0,0,1,1,1,0,0,2,2,,,6,,0,,0,2,1,1,1,0,0,1,0,6,,,1,0,0,1,0,1,2,1,0,
,,부상자수,81,,0,3,8,11,13,19,14,4,7,2,,120,,2,4,3,23,15,21,21,21,9,,1,132,,1,6,4,10,46,28,16,13,8,,,117,,1,,1,14,32,22,22,15,7,2,1,91,,,1,11,18,18,16,12,10,4,1,
,,중상자수,43,,0,2,6,6,4,11,6,2,4,2,,66,,1,3,2,8,11,13,10,14,4,,0,55,,1,3,3,5,21,8,8,3,3,,,49,,1,,0,12,7,8,10,4,6,0,1,39,,,1,6,12,5,5,4,3,3,0,
