시도,시군구,구분,2014,,,,,,,,,,,,,2015,,,,,,,,,,,,,2016,,,,,,,,,,,,,2017,,,,,,,,,,,,,2018,,,,,,,,,,,,
,,,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월
,,사망자수,15,2,2,0,0,0,1,2,3,0,1,2,2,16,1,1,3,0,1,1,1,2,1,3,2,0,21,3,1,1,2,3,0,3,0,2,1,3,2,16,1,2,1,0,1,1,1,3,0,0,5,1,32,2,2,3,0,5,3,1,3,4,4,2,3
,,부상자수,464,44,20,36,45,54,30,22,36,42,53,36,46,452,46,28,34,37,50,31,40,34,41,39,47,25,518,47,34,40,30,48,47,47,40,50,49,48,38,530,44,30,54,37,32,44,49,41,48,49,58,44,588,40,42,61,44,56,45,50,60,36,65,39,50
,,중상자수,206,23,10,11,20,28,10,10,13,16,31,20,14,185,20,10,18,15,20,6,16,13,22,18,17,10,212,19,11,20,13,18,17,16,21,23,24,15,15,225,16,12,30,10,18,19,21,15,23,19,23,19,220,13,15,26,17,23,21,16,18,10,26,16,19
,,경상자수,245,21,10,24,20,25,19,10,23,26,21,15,31,258,25,18,14,21,30,25,23,20,19,20,28,15,287,25,23,20,16,26,28,28,18,27,23,30,23,288,25,18,24,24,12,22,28,25,23,30,34,23,354,25,26,33,26,32,24,34,40,25,39,22,28
,,부상신고자수,13,0,0,1,5,1,1,2,0,0,1,1,1,9,1,0,2,1,0,0,1,1,0,1,2,0,19,3,0,0,1,4,2,3,1,0,2,3,0,17,3,0,0,3,2,3,0,1,2,0,1,2,14,2,1,2,1,1,0,0,2,1,0,1,3
,경주시,사고건수,397,37,26,31,40,47,20,35,34,30,35,38,24,410,30,32,33,39,32,24,38,37,35,47,38,25,368,33,26,21,34,33,27,33,32,30,30,41,28,398,30,14,38,38,40,37,37,23,36,44,30,31,418,30,33,26,37,36,30,42,48,30,40,37,29
,,사망자수,29,5,3,1,2,4,1,1,2,2,2,3,3,24,2,1,2,0,0,1,3,5,0,5,3,2,26,3,2,3,2,0,1,2,3,3,0,3,4,19,1,0,1,2,7,0,1,2,0,0,3,2,25,1,2,2,2,3,0,1,5,2,1,2,4
,,부상자수,424,36,32,32,41,51,19,38,35,38,37,38,27,453,33,38,35,42,40,25,36,34,43,59,41,27,400,42,29,22,35,36,32,35,32,35,32,45,25,427,32,16,45,37,40,42,38,22,42,47,32,34,447,33,38,26,47,34,31,44,45,33,45,41,30
,,중상자수,224,21,25,12,22,27,7,15,19,24,23,18,11,241,22,20,16,20,16,11,22,18,22,36,24,14,184,20,10,8,17,15,13,16,20,13,12,24,16,207,19,7,21,19,23,19,8,15,20,20,16,20,212,16,21,12,20,16,16,19,18,19,23,20,12
,,경상자수,156,10,6,16,14,18,11,19,11,11,13,16,11,183,8,17,15,18,20,14,13,14,19,17,17,11,192,17,19,12,17,20,16,19,11,18,18,18,7,202,11,8,21,18,16,22,30,5,22,21,14,14,217,17,15,13,25,18,15,24,23,10,20,21,16
,,부상신고자수,44,5,1,4,5,6,1,4,5,3,1,4,5,29,3,1,4,4,4,0,1,2,2,6,0,2,24,5,0,2,1,1,3,0,1,4,2,3,2,18,2,1,3,0,1,1,0,2,0,6,2,0,18,0,2,1,2,0,0,1,4,4,2,0,2
,김천시,사고건수,167,10,12,15,16,20,19,20,9,12,17,13,4,170,7,10,18,9,12,15,8,21,17,22,17,14,137,5,12,4,12,12,12,18,12,13,16,13,8,188,10,13,19,21,20,17,20,14,12,23,11,8,169,13,11,13,14,15,12,14,22,12,19,13,11
,,사망자수,8,0,0,2,1,0,0,3,0,1,0,1,0,12,0,0,2,1,1,1,1,1,1,0,2,2,10,1,2,0,3,0,1,0,0,0,1,1,1,8,1,0,0,0,0,2,0,2,0,2,1,0,7,1,0,1,0,0,0,1,0,0,1,2,1
,,부상자수,184,14,16,17,16,22,22,20,10,11,17,15,4,179,8,10,18,8,12,15,8,22,19,28,18,13,142,4,12,4,12,12,13,19,13,16,15,15,7,207,9,14,26,25,23,17,21,14,16,23,11,8,181,12,12,14,14,15,14,17,25,14,19,14,11
,,중상자수,101,9,5,7,11,14,14,11,3,6,9,8,4,111,7,7,11,5,9,10,7,13,11,16,8,7,66,4,3,1,8,7,4,6,7,5,12,6,3,111,6,7,13,14,13,6,11,6,10,15,6,4,95,5,7,7,6,9,6,12,11,6,11,9,6
,,경상자수,81,5,11,10,5,6,8,9,7,5,8,7,0,68,1,3,7,3,3,5,1,9,8,12,10,6,76,0,9,3,4,5,9,13,6,11,3,9,4,92,2,6,13,11,9,11,10,7,6,8,5,4,82,7,4,7,7,6,8,4,14,7,8,5,5
,,부상신고자수,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,1,0,0,0,0,4,0,1,0,1,0,0,1,0,1,0,0,0
,안동시,사고건수,251,20,17,14,12,31,18,18,21,28,28,23,21,251,9,13,24,11,18,22,24,32,26,31,19,22,283,17,12,27,25,36,24,17,26,28,20,30,21,256,10,14,20,26,30,19,14,24,29,19,28,23,252,17,14,16,19,27,16,22,22,28,28,23,20
,,사망자수,16,1,1,0,1,2,1,0,0,3,4,2,1,21,1,1,3,1,0,5,0,0,4,2,1,3,19,2,0,2,2,1,0,1,0,3,3,5,0,20,0,2,3,1,1,1,0,2,4,0,6,0,14,0,1,1,1,1,2,1,1,3,3,0,0
,,부상자수,277,25,17,15,11,32,20,22,30,29,30,25,21,270,8,13,23,11,20,24,26,38,25,40,21,21,336,16,13,50,27,39,36,19,30,35,20,28,23,276,11,12,18,31,32,25,16,25,29,20,34,23,279,19,17,20,20,30,18,22,23,34,26,28,22
,,중상자수,138,15,6,8,8,18,12,11,15,12,12,11,10,127,6,3,11,4,11,14,9,17,12,20,11,9,149,7,4,14,17,16,15,6,18,23,10,12,7,117,4,9,4,10,14,8,7,13,11,11,16,10,111,6,5,11,9,10,4,13,6,10,8,19,10
,,경상자수,134,10,11,7,3,13,8,11,13,17,18,13,10,127,2,6,11,5,8,8,15,21,12,20,8,11,160,8,9,19,10,20,19,12,12,12,10,16,13,152,6,3,13,20,18,17,9,12,17,8,17,12,164,12,12,9,11,20,14,9,17,22,18,9,11
,,부상신고자수,5,0,0,0,0,1,0,0,2,0,0,1,1,16,0,4,1,2,1,2,2,0,1,0,2,1,27,1,0,17,0,3,2,1,0,0,0,0,3,7,1,0,1,1,0,0,0,0,1,1,1,1,4,1,0,0,0,0,0,0,0,2,0,0,1
,구미시,사고건수,177,13,13,17,16,13,12,13,16,15,18,20,11,226,13,7,21,21,20,21,24,21,22,29,16,11,196,11,11,14,20,14,18,12,19,16,22,27,12,228,16,15,23,23,20,18,8,27,35,11,19,13,234,11,19,22,21,14,19,20,25,14,23,25,21
,,사망자수,19,0,1,4,0,2,3,2,0,1,3,1,2,16,0,0,1,0,2,0,4,1,1,3,4,0,14,1,0,3,0,1,1,0,1,1,2,2,2,9,1,1,1,0,1,2,0,0,1,2,0,0,15,0,0,0,2,1,0,4,2,0,2,1,3
,,부상자수,177,14,15,15,16,13,9,13,20,14,18,19,11,229,15,8,21,24,20,23,21,21,24,29,12,11,204,10,12,14,30,13,18,12,19,19,20,27,10,241,16,14,25,24,21,17,10,30,38,13,20,13,257,11,23,26,26,13,22,20,23,20,26,25,22
,,중상자수,101,5,8,8,5,10,4,9,12,10,11,13,6,124,9,4,16,14,8,13,11,10,13,14,10,2,100,7,6,9,9,5,12,7,8,10,11,10,6,111,11,6,15,10,10,6,2,12,18,7,8,6,125,4,10,13,17,6,8,5,17,8,15,11,11
,,경상자수,57,6,5,5,9,2,3,3,7,4,4,5,4,65,3,4,3,6,6,4,5,8,7,11,2,6,87,3,4,5,20,7,5,4,10,8,5,13,3,95,4,7,7,11,10,8,6,11,14,6,5,6,110,5,12,9,8,7,10,9,6,11,10,14,9
,,부상신고자수,19,3,2,2,2,1,2,1,1,0,3,1,1,40,3,0,2,4,6,6,5,3,4,4,0,3,17,0,2,0,1,1,1,1,1,1,4,4,1,35,1,1,3,3,1,3,2,7,6,0,7,1,22,2,1,4,1,0,4,6,0,1,1,0,2
,영주시,사고건수,173,18,5,17,15,18,16,17,10,14,19,12,12,203,11,11,28,17,14,19,20,15,21,16,21,10,180,10,9,8,16,22,19,19,17,15,15,13,17,197,10,8,11,17,15,24,16,13,27,27,18,11,166,16,15,7,16,13,11,11,20,19,16,13,9
,,사망자수,7,2,1,0,1,1,0,1,0,0,1,0,0,8,1,0,1,2,0,1,0,0,0,2,1,0,4,0,0,0,0,0,1,1,0,1,0,1,0,6,0,0,1,0,2,1,0,0,0,1,1,0,5,0,0,0,0,1,0,0,0,2,2,0,0
,,부상자수,192,19,5,19,18,21,17,17,10,15,21,17,13,207,10,11,27,16,14,20,23,16,24,15,21,10,194,13,9,8,16,26,21,21,18,16,16,12,18,231,13,11,13,24,14,25,17,16,31,37,18,12,180,16,16,7,16,16,12,12,21,20,18,17,9
,,중상자수,102,12,3,11,10,13,10,11,4,5,7,7,9,112,5,9,20,7,9,11,7,10,14,5,11,4,84,6,5,2,3,14,8,8,11,5,9,8,5,100,4,7,7,13,6,10,7,4,14,11,10,7,94,8,9,3,4,8,6,6,11,12,13,7,7
,,경상자수,87,6,2,8,8,8,7,6,5,10,14,9,4,94,5,1,7,9,5,9,16,6,10,10,10,6,104,7,4,5,12,12,13,12,7,9,7,4,12,114,9,4,5,10,6,12,9,9,16,22,8,4,74,7,6,4,11,7,6,6,8,8,4,5,2
,,부상신고자수,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,1,0,2,0,0,1,17,0,0,1,1,2,3,1,3,1,4,0,1,12,1,1,0,1,1,0,0,2,0,1,5,0
,영천시,사고건수,164,6,6,8,21,24,17,11,18,17,15,7,14,205,15,9,11,12,21,19,14,19,20,23,23,19,190,10,20,22,13,16,20,17,22,8,15,18,9,186,15,12,18,24,15,15,14,11,15,14,13,20,228,7,11,22,18,21,12,22,23,17,28,19,28
,,사망자수,8,0,0,0,0,1,2,0,0,0,2,0,3,20,1,0,2,1,1,1,2,4,1,2,4,1,16,2,0,0,1,1,3,0,1,0,3,4,1,13,3,0,0,0,0,2,2,0,0,0,2,4,7,0,1,0,1,0,1,0,1,2,1,0,0
,,부상자수,178,6,6,8,23,29,18,12,20,21,13,9,13,220,14,9,10,13,23,22,14,19,24,25,27,20,219,8,26,25,17,18,20,18,26,22,13,18,8,226,13,16,21,35,20,16,21,13,17,19,12,23,281,8,14,26,20,24,13,28,26,20,37,22,43
,,중상자수,97,5,3,4,12,16,10,6,8,16,8,4,5,114,9,2,7,8,12,12,6,12,9,14,12,11,91,7,12,12,12,6,4,4,10,5,5,9,5,95,4,8,5,13,7,9,11,6,6,8,6,12,94,1,3,10,8,9,4,7,11,8,15,8,10
,,경상자수,74,0,3,3,9,13,7,5,12,5,4,5,8,100,5,7,3,5,11,10,7,7,14,10,13,8,120,1,8,12,5,12,16,14,15,17,8,9,3,128,9,8,15,22,12,6,10,7,11,11,6,11,173,7,11,16,12,15,9,20,14,12,20,14,23
,,부상신고자수,7,1,0,1,2,0,1,1,0,0,1,0,0,6,0,0,0,0,0,0,1,0,1,1,2,1,8,0,6,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,0,2,0,10
,문경시,사고건수,130,9,6,9,12,12,12,17,8,20,13,6,6,129,7,4,12,9,14,11,6,21,20,13,9,3,154,9,12,8,15,9,14,16,17,11,16,15,12,158,11,12,20,10,18,16,12,12,12,15,15,5,158,13,18,11,8,10,11,9,17,18,16,15,12
,,사망자수,7,0,0,1,0,0,1,0,1,1,1,1,1,6,2,0,0,0,1,0,0,0,1,0,1,1,8,2,0,0,1,0,1,1,0,1,0,1,1,4,0,0,1,0,0,0,0,0,2,1,0,0,7,1,1,1,0,0,1,0,0,1,0,0,2
,,부상자수,145,9,6,15,13,14,15,19,9,19,15,5,6,145,5,5,14,9,14,15,8,23,23,16,10,3,172,11,14,8,15,14,16,17,23,12,17,14,11,190,12,12,23,11,25,17,16,17,16,20,16,5,185,16,19,12,9,12,10,17,20,19,22,18,11
,,중상자수,72,2,1,10,5,8,9,9,4,10,7,4,3,64,2,4,8,4,5,8,2,5,12,10,2,2,74,5,7,2,7,6,9,8,11,4,5,6,4,86,7,4,10,6,11,8,6,7,8,7,9,3,71,5,8,6,3,6,7,6,6,6,9,4,5
,,경상자수,69,7,4,5,7,6,4,10,5,9,8,1,3,79,3,1,6,5,9,7,5,17,11,6,8,1,91,6,6,6,8,7,6,8,12,7,11,7,7,94,4,8,12,5,13,6,10,9,8,12,5,2,110,11,11,6,6,4,3,11,14,13,13,12,6
,,부상신고자수,4,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,7,0,1,0,0,1,1,1,0,1,1,1,0,10,1,0,1,0,1,3,0,1,0,1,2,0,4,0,0,0,0,2,0,0,0,0,0,2,0
,상주시,사고건수,168,7,10,12,13,15,10,15,13,21,27,15,10,197,15,9,13,13,25,16,12,17,19,22,19,17,184,9,10,11,16,15,18,23,19,22,13,16,12,193,10,11,22,9,12,13,14,20,22,20,21,19,228,15,21,16,17,19,22,18,18,24,24,18,16
,,사망자수,16,1,0,3,1,1,0,3,0,0,3,4,0,10,1,1,1,0,1,0,0,1,2,1,2,0,14,0,1,0,1,2,1,3,2,2,1,1,0,21,0,1,3,1,2,3,1,1,2,2,3,2,18,0,3,1,3,2,0,3,1,0,3,2,0
,,부상자수,174,6,12,9,14,14,11,14,13,21,28,17,15,200,15,9,12,14,27,18,12,17,19,22,18,17,191,10,10,11,17,13,19,23,19,22,15,17,15,200,10,10,23,8,11,10,13,27,22,25,21,20,240,17,20,15,14,23,24,19,18,26,25,17,22
,,중상자수,113,4,12,6,9,8,8,10,7,12,19,10,8,104,8,4,3,8,13,9,4,7,13,15,11,9,111,6,3,6,14,9,9,16,11,10,8,7,12,105,4,9,13,5,7,4,4,11,14,12,14,8,123,8,10,8,6,16,12,13,11,14,14,7,4
,,경상자수,54,2,0,3,5,6,3,4,4,8,8,6,5,81,5,3,5,5,12,9,4,10,6,7,7,8,76,4,7,4,3,4,10,7,8,10,6,10,3,90,6,1,10,3,2,6,8,16,6,13,7,12,115,9,10,7,8,6,12,6,7,12,11,10,17
,,부상신고자수,7,0,0,0,0,0,0,0,2,1,1,1,2,15,2,2,4,1,2,0,4,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,1,0,0,5,0,0,0,0,2,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1
,군위군,사고건수,55,5,1,1,4,3,10,4,3,6,10,6,2,52,3,1,2,5,6,5,3,6,5,6,5,5,51,2,5,4,5,1,9,5,7,3,4,4,2,38,1,4,4,4,5,4,2,2,5,,6,1,44,1,1,1,6,4,5,6,6,2,6,2,4
,,사망자수,5,0,0,1,0,0,1,2,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,1,11,1,1,2,2,0,1,1,2,0,0,0,1,5,0,0,1,0,0,2,1,0,0,,1,0,3,0,0,0,0,0,0,0,0,0,1,0,2
,,부상자수,69,6,2,0,4,3,9,4,3,7,22,6,3,61,3,0,2,6,8,7,3,7,4,11,6,4,49,1,4,4,5,1,8,4,6,5,5,5,1,37,2,5,3,5,5,2,2,2,5,,5,1,47,1,1,1,6,6,6,6,7,2,6,2,3
,,중상자수,42,1,0,0,3,1,7,3,1,6,13,4,3,32,2,0,2,4,3,4,1,4,2,4,2,4,29,1,0,3,5,1,2,3,3,3,4,3,1,21,0,2,1,2,5,2,0,2,2,,4,1,25,1,0,0,5,3,6,1,6,1,1,0,1
,,경상자수,21,5,2,0,1,2,2,1,2,0,5,1,0,23,0,0,0,2,5,3,2,3,2,2,4,0,16,0,3,1,0,0,3,1,3,2,1,2,0,16,2,3,2,3,0,0,2,0,3,,1,0,22,0,1,1,1,3,0,5,1,1,5,2,2
,,부상신고자수,6,0,0,0,0,0,0,0,0,1,4,1,0,6,1,0,0,0,0,0,0,0,0,5,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,의성군,사고건수,99,11,3,7,7,10,8,10,13,8,7,7,8,117,6,10,12,14,5,8,13,6,14,12,9,8,117,4,11,5,8,15,12,9,8,8,12,11,14,103,9,7,8,8,13,8,5,7,7,12,14,5,108,9,6,11,6,10,12,7,6,7,18,14,2
,,사망자수,6,0,0,2,0,1,0,0,0,1,0,1,1,6,1,0,1,0,0,0,0,0,1,1,1,1,14,2,2,0,0,1,0,3,3,0,0,1,2,11,2,1,1,0,0,2,2,0,1,1,1,0,7,1,1,0,1,0,0,2,1,0,1,0,0
,,부상자수,111,15,6,6,7,10,8,11,14,14,7,6,7,138,6,13,16,16,5,8,19,8,16,12,9,10,120,3,13,5,9,14,14,6,6,8,15,11,16,110,9,8,9,15,15,6,3,7,7,13,13,5,120,8,6,12,6,12,13,8,8,8,19,18,2
,,중상자수,80,13,4,4,4,8,7,10,11,9,5,2,3,77,4,6,12,8,3,4,10,3,6,9,5,7,74,2,9,3,4,6,8,5,5,5,10,9,8,78,6,6,7,14,9,6,1,6,4,5,9,5,79,5,6,6,5,9,5,4,7,8,12,11,1
,,경상자수,26,2,2,1,2,0,1,1,3,5,2,3,4,58,1,6,4,8,1,4,9,5,10,3,4,3,46,1,4,2,5,8,6,1,1,3,5,2,8,32,3,2,2,1,6,0,2,1,3,8,4,0,41,3,0,6,1,3,8,4,1,0,7,7,1
,,부상신고자수,5,0,0,1,1,2,0,0,0,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,청송군,사고건수,50,2,2,3,2,2,8,6,2,3,6,10,4,34,2,4,2,1,3,1,3,4,2,6,4,2,39,2,1,4,9,2,3,2,1,4,4,3,4,39,3,2,2,2,3,4,2,2,6,5,7,1,41,1,2,3,5,1,6,4,2,4,6,4,3
,,사망자수,6,0,0,1,0,0,0,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,2,1,0,0,2,0,0
,,부상자수,51,2,2,3,4,2,8,6,1,4,5,11,3,36,1,4,2,1,4,1,5,5,2,6,3,2,42,2,1,6,12,2,3,1,1,4,4,3,3,53,3,2,2,2,4,6,3,4,8,5,13,1,43,1,2,3,4,3,5,7,2,5,4,4,3
,,중상자수,35,2,2,3,3,2,5,4,0,3,2,7,2,20,0,1,2,1,2,0,3,2,2,4,2,1,26,1,0,5,6,1,2,1,1,2,3,2,2,26,2,1,0,0,2,3,3,2,5,3,4,1,25,1,2,1,1,3,1,4,0,3,3,4,2
,,경상자수,14,0,0,0,0,0,3,2,1,1,3,3,1,16,1,3,0,0,2,1,2,3,0,2,1,1,15,1,1,1,5,1,1,0,0,2,1,1,1,27,1,1,2,2,2,3,0,2,3,2,9,0,16,0,0,1,3,0,3,3,2,2,1,0,1
,,부상신고자수,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0
,영양군,사고건수,34,,3,3,3,4,2,2,4,2,7,2,2,32,1,1,5,7,3,2,1,4,1,4,3,,36,1,2,3,3,,3,3,6,7,1,6,1,35,1,,2,2,4,2,2,3,4,3,4,8,33,,2,1,3,4,3,6,5,7,,1,1
,,사망자수,4,,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,,1,0,0,0,0,,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,1,,0,0
,,부상자수,38,,4,5,2,7,1,2,2,3,7,3,2,36,2,1,5,7,3,3,1,5,1,6,2,,44,1,2,4,4,,3,6,7,7,1,8,1,48,3,,2,2,5,2,2,6,5,5,6,10,37,,2,1,3,5,3,6,5,10,,1,1
,,중상자수,20,,2,2,2,3,1,0,1,2,4,2,1,15,2,1,1,3,1,1,1,2,0,2,1,,31,0,1,4,2,,2,4,6,5,1,5,1,26,2,,2,1,2,2,1,2,3,2,3,6,21,,1,1,1,4,1,4,4,5,,0,0
,,경상자수,18,,2,3,0,4,0,2,1,1,3,1,1,18,0,0,4,4,1,0,0,3,1,4,1,,13,1,1,0,2,,1,2,1,2,0,3,0,22,1,,0,1,3,0,1,4,2,3,3,4,16,,1,0,2,1,2,2,1,5,,1,1
,,부상신고자수,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0
,영덕군,사고건수,70,4,7,7,8,6,3,9,7,5,5,3,6,95,9,4,5,5,11,10,7,6,13,11,6,8,89,5,7,9,9,6,9,5,7,5,9,6,12,94,9,2,5,12,8,6,8,5,8,10,11,10,83,8,2,1,10,6,5,8,3,9,14,9,8
,,사망자수,8,1,2,0,1,1,0,1,0,1,0,0,1,6,0,0,0,0,3,1,1,0,0,1,0,0,7,0,1,1,1,1,0,0,0,0,0,1,2,6,0,0,1,0,2,0,1,0,0,1,0,1,6,0,0,0,1,0,1,0,0,1,3,0,0
,,부상자수,81,5,5,16,7,5,3,8,8,4,10,4,6,120,12,5,5,7,14,11,7,6,16,11,14,12,132,10,8,8,14,6,13,7,11,6,30,5,14,117,10,2,5,13,10,8,14,6,8,10,18,13,91,13,2,1,9,6,5,11,3,9,14,9,9
,,중상자수,43,4,3,11,3,1,1,4,4,2,8,1,1,66,6,1,4,6,6,6,4,4,12,5,8,4,55,3,3,3,1,4,5,5,5,3,12,4,7,49,5,0,2,5,4,3,4,4,5,5,5,7,39,8,0,0,5,2,3,4,2,7,3,2,3
,,경상자수,31,1,2,4,4,3,1,3,4,2,1,2,4,52,4,4,1,1,8,5,3,2,4,6,6,8,76,7,5,5,13,2,8,2,5,3,18,1,7,65,5,2,3,7,6,5,10,2,3,4,12,6,47,4,2,1,4,4,2,7,1,2,9,6,5
,,부상신고자수,7,0,0,1,0,1,1,1,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,2,1,1
,청도군,사고건수,81,5,8,3,6,13,3,5,6,8,8,10,6,88,10,2,9,9,8,8,9,8,8,7,6,4,65,,4,4,9,3,9,7,4,4,9,6,6,104,2,6,7,10,15,9,10,7,15,7,6,10,87,3,7,8,8,5,6,13,7,13,9,6,2
,,사망자수,11,1,3,0,1,1,0,0,1,2,1,0,1,5,1,0,1,1,0,0,0,0,0,1,1,0,5,,0,2,1,0,1,0,0,1,0,0,0,10,0,0,0,0,2,2,0,1,3,0,1,1,10,0,1,1,0,1,0,5,0,0,2,0,0
,,부상자수,91,4,10,4,5,21,3,5,6,6,9,13,5,107,10,2,11,11,10,12,14,8,13,6,6,4,72,,4,3,8,3,10,12,4,6,9,7,6,117,2,7,8,18,16,8,11,7,13,8,6,13,101,4,8,10,11,9,6,9,8,21,7,6,2
,,중상자수,47,2,9,1,3,12,3,3,1,4,4,4,1,56,5,1,7,5,8,5,6,3,7,4,3,2,30,,2,1,4,1,5,3,3,1,5,1,4,55,1,2,3,9,8,5,7,4,4,6,1,5,46,2,6,2,5,5,3,3,5,7,4,3,1
,,경상자수,41,2,1,3,2,8,0,2,5,1,5,8,4,43,5,1,3,6,2,7,5,4,6,0,3,1,42,,2,2,4,2,5,9,1,5,4,6,2,57,1,5,4,8,8,3,4,2,9,2,5,6,53,2,2,7,6,4,3,6,2,14,3,3,1
,,부상신고자수,3,0,0,0,0,1,0,0,0,1,0,1,0,8,0,0,1,0,0,0,3,1,0,2,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0
,고령군,사고건수,71,8,1,11,4,10,4,5,2,6,7,9,4,72,7,5,6,6,10,4,5,2,8,7,5,7,70,5,3,11,4,9,3,9,7,4,5,4,6,64,7,4,7,3,6,5,4,5,11,2,5,5,70,9,3,6,4,9,7,6,6,7,7,3,3
,,사망자수,7,1,0,3,0,1,1,1,0,0,0,0,0,7,1,0,1,0,2,1,1,0,0,0,1,0,7,0,0,1,0,0,1,0,1,1,2,0,1,5,0,0,1,0,0,0,1,1,1,0,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0
,,부상자수,77,11,1,9,4,9,3,6,2,7,7,12,6,83,6,6,5,9,11,4,4,3,8,8,10,9,69,5,3,10,5,10,2,12,6,3,4,4,5,64,7,4,7,3,6,5,3,5,11,2,7,4,76,10,3,6,5,8,8,7,6,9,8,3,3
,,중상자수,37,2,0,6,2,4,0,2,1,3,6,6,5,33,3,4,3,2,6,1,1,0,4,3,2,4,37,2,1,4,3,7,2,5,3,0,4,3,3,31,3,2,3,2,3,3,3,0,5,1,3,3,41,8,1,5,2,6,1,4,5,1,4,2,2
,,경상자수,38,9,1,2,1,5,3,4,1,4,1,6,1,50,3,2,2,7,5,3,3,3,4,5,8,5,30,3,2,6,2,3,0,7,2,3,0,0,2,33,4,2,4,1,3,2,0,5,6,1,4,1,33,2,2,1,3,2,7,3,1,6,4,1,1
,,부상신고자수,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
,성주군,사고건수,88,8,3,9,6,10,9,8,7,3,12,4,9,82,6,6,7,9,8,8,7,7,5,6,7,6,87,6,8,6,12,6,7,11,3,9,5,5,9,87,4,3,4,7,3,11,13,7,14,8,5,8,93,9,,8,13,8,9,9,5,10,9,7,6
,,사망자수,6,1,0,2,0,1,2,0,0,0,0,0,0,10,0,0,1,2,0,2,2,1,0,2,0,0,12,2,0,1,0,1,0,0,2,2,2,0,2,10,1,0,1,1,1,0,0,2,1,1,0,2,6,0,,0,1,0,1,1,0,1,0,1,1
,,부상자수,100,9,5,7,8,9,8,14,8,3,16,4,9,93,7,10,8,8,15,8,6,7,7,4,7,6,95,6,10,8,17,6,8,12,2,8,4,5,9,89,3,3,3,9,3,11,15,6,14,8,6,8,102,11,,9,14,8,9,8,9,13,10,6,5
,,중상자수,40,4,5,3,4,2,2,5,1,1,8,2,3,44,2,1,3,4,12,2,3,5,2,2,3,5,59,5,9,6,12,3,7,3,0,5,3,3,3,43,0,2,2,4,2,8,9,1,5,4,2,4,48,7,,5,5,5,4,4,3,4,6,3,2
